NUM_FATT,DATA,COD_CLIE,QUANTITA,GRUPPO,PRESTAZION,PREZZO,IVA,ENPAV
928,18/07/2018,6197,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
928,18/07/2018,6197,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
929,18/07/2018,6427,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
930,19/07/2018,6187,1,ANALISI,ESAME CITOLOGICO,28.13,6.31,0.56
931,19/07/2018,6320,1,ANALISI,ESAME CITOLOGICO,28.13,6.31,0.56
932,19/07/2018,4378,1,ANALISI,ESAME CITOLOGICO,28.13,6.31,0.56
933,19/07/2018,2289,1,ANALISI,ESAME CITOLOGICO,48.22,10.82,0.96
934,19/07/2018,4420,1,AMBULATORIO,VISITA,24.11,5.41,0.48
934,19/07/2018,4420,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
935,19/07/2018,6370,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
936,19/07/2018,3039,1,AMBULATORIO,VISITA,24.11,5.41,0.48
936,19/07/2018,3039,1,ANALISI,PROFILO BIOCHIMICO 15,36.17,8.11,0.72
936,19/07/2018,3039,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
936,19/07/2018,3039,1,AMBULATORIO,TERAPIA,12.06,2.70,0.24
937,20/07/2018,6354,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
938,20/07/2018,4547,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
939,20/07/2018,4896,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
940,20/07/2018,5403,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
940,20/07/2018,5403,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
941,20/07/2018,4140,1,AMBULATORIO,VISITA,24.11,5.41,0.48
941,20/07/2018,4140,1,AMBULATORIO,TERAPIA,10.45,2.34,0.21
942,20/07/2018,4420,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,44.20,9.92,0.88
943,20/07/2018,6393,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
944,20/07/2018,2476,1,AMBULATORIO,VISITA,24.11,5.41,0.48
944,20/07/2018,2476,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,44.20,9.92,0.88
945,23/07/2018,4620,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
946,23/07/2018,283,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
947,23/07/2018,6429,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
948,23/07/2018,3498,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
948,23/07/2018,3498,1,AMBULATORIO,TERAPIA,5.63,1.26,0.11
949,23/07/2018,6358,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
949,23/07/2018,6358,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
950,23/07/2018,4809,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
951,23/07/2018,6430,1,AMBULATORIO,VISITA,28.13,6.31,0.56
951,23/07/2018,6430,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
951,23/07/2018,6430,1,AMBULATORIO,SOMMINISTRAZIONE,16.07,3.61,0.32
952,23/07/2018,5593,1,AMBULATORIO,VISITA,24.11,5.41,0.48
953,23/07/2018,1896,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
954,23/07/2018,5098,1,AMBULATORIO,VISITA,24.11,5.41,0.48
955,23/07/2018,6403,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
956,23/07/2018,2153,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,112.50,25.25,2.25
957,23/07/2018,4236,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
957,23/07/2018,4236,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,25.72,5.77,0.51
957,23/07/2018,4236,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
958,24/07/2018,790,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
959,24/07/2018,1711,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
960,24/07/2018,6346,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
961,24/07/2018,6353,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
962,24/07/2018,4248,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
963,24/07/2018,1966,1,CHIRURGIA,INTERVENTO CHIRURGICO + ANESTESIA,301.35,67.62,6.03
963,24/07/2018,1966,1,ANALISI,ESAME ISTOLOGICO,80.36,18.03,1.61
963,24/07/2018,1966,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
964,24/07/2018,4378,1,ANALISI,PROFILO BIOCHIMICO 15,36.17,8.11,0.72
964,24/07/2018,4378,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
964,24/07/2018,4378,1,ANALISI,PROFILO COAGULATIVO,24.11,5.41,0.48
964,24/07/2018,4378,1,CHIRURGIA,INTERVENTO CHIRURGICO + ANESTESIA,200.90,45.08,4.02
964,24/07/2018,4378,1,ANALISI,ESAME ISTOLOGICO,80.36,18.03,1.61
965,25/07/2018,2468,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
966,25/07/2018,4395,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
966,25/07/2018,4395,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
967,25/07/2018,6426,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
967,25/07/2018,6426,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
968,25/07/2018,5225,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
969,25/07/2018,24,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
970,25/07/2018,594,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
971,25/07/2018,4615,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
972,25/07/2018,5703,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
973,25/07/2018,2476,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
974,25/07/2018,6433,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
974,25/07/2018,6433,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
975,26/07/2018,4612,1,VACCINAZIONI,VACCINO VERSIFEL CVR,32.15,7.21,0.64
976,26/07/2018,6404,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
976,26/07/2018,6404,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
977,26/07/2018,4433,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
978,26/07/2018,4420,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
978,26/07/2018,4420,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
979,26/07/2018,6434,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
980,26/07/2018,6427,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
981,27/07/2018,6380,1,AMBULATORIO,VISITA,24.11,5.41,0.48
982,27/07/2018,6107,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
983,27/07/2018,4230,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
984,27/07/2018,6435,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
985,30/07/2018,6429,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
986,30/07/2018,4705,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
987,30/07/2018,3292,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
988,30/07/2018,3741,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
988,30/07/2018,3741,1,ANALISI,PROFILO BIOCHIMICO 10,28.13,6.31,0.56
989,30/07/2018,6436,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
989,30/07/2018,6436,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
990,30/07/2018,6223,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
991,30/07/2018,6416,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
992,30/07/2018,2343,1,AMBULATORIO,VISITA,24.11,5.41,0.48
993,30/07/2018,5404,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
994,30/07/2018,4756,1,AMBULATORIO,VISITA + TERAPIA,36.17,8.11,0.72
994,30/07/2018,4756,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,44.20,9.92,0.88
995,30/07/2018,6420,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,16.07,3.61,0.32
995,30/07/2018,6420,1,AMBULATORIO,SOMMINISTRAZIONE,9.65,2.16,0.19
995,30/07/2018,6420,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
996,30/07/2018,6418,1,AMBULATORIO,TERAPIA,20.09,4.51,0.40
997,30/07/2018,6367,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
997,30/07/2018,6367,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
998,31/07/2018,5763,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
999,31/07/2018,5800,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1000,31/07/2018,6385,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
1001,31/07/2018,4802,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
1002,31/07/2018,5179,1,AMBULATORIO,RILASCIO RICETTA,8.04,1.80,0.16
1003,31/07/2018,2921,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1004,31/07/2018,5291,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1006,31/07/2018,105,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
1006,31/07/2018,105,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
1005,31/07/2018,4756,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
1005,31/07/2018,4756,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
1007,31/07/2018,2343,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1007,31/07/2018,2343,1,ANALISI,PROFILO BIOCHIMICO 10+ELETTROLITI,36.17,8.11,0.72
1007,31/07/2018,2343,1,AMBULATORIO,INDAGINE XGRAFICA,48.22,10.82,0.96
1007,31/07/2018,2343,1,AMBULATORIO,ESAME ECOGRAFICO,24.11,5.41,0.48
1008,01/08/2018,845,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1009,01/08/2018,5290,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1010,01/08/2018,4604,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1010,01/08/2018,4604,1,ANALISI,PROFILO TIROIDEO IN SERVICE,48.22,10.82,0.96
1011,01/08/2018,4301,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1011,01/08/2018,4301,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
1012,01/08/2018,4890,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1012,01/08/2018,4890,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1013,01/08/2018,3867,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1013,01/08/2018,3867,1,ANALISI,PROFILO BIOCHIMICO 15,36.17,8.11,0.72
1014,01/08/2018,2289,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,64.28,14.43,1.29
1015,01/08/2018,4718,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
1016,01/08/2018,5088,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
1017,02/08/2018,6415,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
1018,02/08/2018,3867,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1018,02/08/2018,3867,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
1019,02/08/2018,3747,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1020,02/08/2018,4547,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1021,02/08/2018,105,1,AMBULATORIO,INDAGINE XGRAFICA,24.11,5.41,0.48
1022,02/08/2018,6358,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
1023,02/08/2018,6438,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
1023,02/08/2018,6438,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1024,02/08/2018,4756,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1025,03/08/2018,1997,1,AMBULATORIO,RILASCIO RICETTA,8.04,1.80,0.16
1025,03/08/2018,1997,1,AMBULATORIO,SOMMINISTRAZIONE,9.65,2.16,0.19
1026,03/08/2018,3899,1,AMBULATORIO,CERTIFICAZIONE BUONA SALUTE,16.07,3.61,0.32
1027,03/08/2018,5696,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
1028,06/08/2018,4183,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
1029,06/08/2018,6361,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1030,06/08/2018,794,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,72.32,16.23,1.45
1031,06/08/2018,6021,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1032,06/08/2018,6376,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1033,06/08/2018,6276,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
1034,06/08/2018,5155,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1034,06/08/2018,5155,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1034,06/08/2018,5155,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,44.20,9.92,0.88
1035,06/08/2018,6392,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
1035,06/08/2018,6392,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1036,06/08/2018,5149,1,AMBULATORIO,VISITA DI CONTROLLO,20.09,4.51,0.40
1036,06/08/2018,5149,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1036,06/08/2018,5149,1,AMBULATORIO,INDAGINE XGRAFICA,32.15,7.21,0.64
1037,06/08/2018,3011,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1038,07/08/2018,4933,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1038,07/08/2018,4933,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
1039,07/08/2018,6275,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1040,07/08/2018,5191,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1040,07/08/2018,5191,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
1040,07/08/2018,5191,1,AMBULATORIO,SOMMINISTRAZIONE,12.06,2.70,0.24
1041,07/08/2018,6394,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
1042,07/08/2018,3521,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1042,07/08/2018,3521,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1042,07/08/2018,3521,1,ANALISI,PROFILO BIOCHIMICO 10+ELETTROLITI,36.17,8.11,0.72
1042,07/08/2018,3521,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
1043,07/08/2018,5155,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
1044,07/08/2018,5656,1,AMBULATORIO,TERAPIA,24.11,5.41,0.48
1045,07/08/2018,34,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1046,07/08/2018,4420,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1047,07/08/2018,6286,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1047,07/08/2018,6286,2,AMBULATORIO,ESAME COPROLOGICO,16.07,3.61,0.32
1048,07/08/2018,1966,2,ANALISI,EMOCROMO CON FORMULA,40.18,9.02,0.80
1049,07/08/2018,4029,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1049,07/08/2018,4029,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1049,07/08/2018,4029,1,ANALISI,PROFILO BIOCHIMICO 15,36.17,8.11,0.72
1050,07/08/2018,4029,1,ANALISI,TEST SNAP 4DX + SNAP LEISH,28.13,6.31,0.56
1051,08/08/2018,6440,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
1052,08/08/2018,1471,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
1053,08/08/2018,5607,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1054,08/08/2018,5773,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1054,08/08/2018,5773,1,AMBULATORIO,SOMMINISTRAZIONE,13.25,2.98,0.27
1055,08/08/2018,4718,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
1056,08/08/2018,6234,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1056,08/08/2018,6234,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1057,09/08/2018,4264,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1058,09/08/2018,11,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1059,09/08/2018,1935,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1059,09/08/2018,1935,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
1059,09/08/2018,1935,1,AMBULATORIO,SOMMINISTRAZIONE,17.68,3.97,0.35
1060,09/08/2018,6123,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1061,09/08/2018,4596,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
1062,10/08/2018,6441,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
1063,27/08/2018,6360,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1064,27/08/2018,794,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
1065,27/08/2018,6373,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
1066,27/08/2018,5863,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1067,27/08/2018,6442,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
1068,27/08/2018,6443,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
1069,27/08/2018,6444,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
1070,27/08/2018,4647,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1071,27/08/2018,5846,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1072,27/08/2018,4604,1,AMBULATORIO,VISITA + TERAPIA,32.15,7.21,0.64
1073,27/08/2018,6446,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
1074,27/08/2018,6358,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1075,27/08/2018,6447,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
1076,27/08/2018,6414,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1077,27/08/2018,6448,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
1078,27/08/2018,5008,1,AMBULATORIO,VISITA DI CONTROLLO,20.09,4.51,0.40
1078,27/08/2018,5008,1,ANALISI,PROFILO TIROIDEO IN SERVICE,48.22,10.82,0.96
1079,27/08/2018,6375,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1080,28/08/2018,6421,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1081,28/08/2018,6451,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
1082,29/08/2018,6452,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1082,29/08/2018,6452,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1082,29/08/2018,6452,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,44.20,9.92,0.88
1083,29/08/2018,6416,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1084,29/08/2018,3778,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1084,29/08/2018,3778,1,AMBULATORIO,INDAGINE XGRAFICA,40.18,9.02,0.80
1084,29/08/2018,3778,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1085,29/08/2018,6451,1,AMBULATORIO,INDAGINE XGRAFICA,24.11,5.41,0.48
1085,29/08/2018,6451,1,AMBULATORIO,SOMMINISTRAZIONE,12.06,2.70,0.24
1086,29/08/2018,279,1,AMBULATORIO,SOMMINISTRAZIONE,28.13,6.31,0.56
1087,29/08/2018,6403,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
1088,29/08/2018,4647,1,AMBULATORIO,ESAME ECOGRAFICO,40.18,9.02,0.80
1089,29/08/2018,105,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
1089,29/08/2018,105,1,AMBULATORIO,TRATTAMENTO ANTIPARASSITARIO,8.04,1.80,0.16
1090,29/08/2018,4808,1,AMBULATORIO,VISITA,28.13,6.31,0.56
1091,30/08/2018,6404,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1092,30/08/2018,98,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1092,30/08/2018,98,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
1093,30/08/2018,6427,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
1094,30/08/2018,2397,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1094,30/08/2018,2397,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1095,30/08/2018,6453,1,AMBULATORIO,VISITA SPECIALISTICA,32.15,7.21,0.64
1096,30/08/2018,6170,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1097,31/08/2018,6454,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
1098,31/08/2018,5427,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
1099,31/08/2018,1711,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
1100,31/08/2018,6455,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
1101,31/08/2018,4647,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1101,31/08/2018,4647,1,ANALISI,PROFILO BIOCHIMICO 15,36.17,8.11,0.72
1101,31/08/2018,4647,1,AMBULATORIO,SOMMINISTRAZIONE,1.21,0.27,0.02
1102,31/08/2018,6456,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1102,31/08/2018,6456,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
1103,31/08/2018,5319,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1104,03/09/2018,283,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
1105,03/09/2018,3730,1,AMBULATORIO,VISITA + TERAPIA,28.13,6.31,0.56
1106,03/09/2018,6392,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1107,03/09/2018,2095,1,AMBULATORIO,EUTANASIA + SMALTIMENTO CARCASSA,44.20,9.92,0.88
1108,03/09/2018,6457,1,AMBULATORIO,VISITA+ES. COPROLOGICO,28.13,6.31,0.56
1109,03/09/2018,6199,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1110,03/09/2018,6361,1,VACCINAZIONI,VERSICAN L4,24.11,5.41,0.48
1111,03/09/2018,6458,1,AMBULATORIO,VISITA,24.11,5.41,0.48
1112,04/09/2018,5385,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1113,04/09/2018,1471,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
1114,04/09/2018,6459,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1115,04/09/2018,6276,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1116,04/09/2018,6275,1,AMBULATORIO,PRESCRIZIONE PER PROSEGUIMENTO TERAPIA,8.04,1.80,0.16
1117,04/09/2018,6394,1,VACCINAZIONI,VERSICAN DHPPI+L4,32.15,7.21,0.64
1118,04/09/2018,6458,1,ANALISI,EMOCROMO CON FORMULA,20.09,4.51,0.40
1119,04/09/2018,3778,1,ANALISI,PROFILO BIOCHIMICO 15+ ELETTROLITI,44.20,9.92,0.88
1119,04/09/2018,3778,1,ANALISI,PROFILO COAGULATIVO,20.09,4.51,0.40
1119,04/09/2018,3778,1,CHIRURGIA,INTERVENTO CHIRURGICO + ANESTESIA,200.90,45.08,4.02
1119,04/09/2018,3778,1,ANALISI,ESAME ISTOLOGICO,80.36,18.03,1.61
1120,04/09/2018,6398,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
1121,05/09/2018,6446,1,VACCINAZIONI,VERSICAN DHPPI,24.11,5.41,0.48
1122,05/09/2018,6458,1,AMBULATORIO,TERAPIA E.V.,24.11,5.41,0.48
1122,05/09/2018,6458,1,AMBULATORIO,APPLICAZIONE MICROCHIP,24.11,5.41,0.48
1123,05/09/2018,2634,1,CHIRURGIA,ACCONTO SU INTERVENTO CHIRURGICO,120.54,27.05,2.41
1123,05/09/2018,2634,1,ANALISI,ESAME ISTOLOGICO,80.36,18.03,1.61
1124,05/09/2018,6460,1,AMBULATORIO,ESAME COPROLOGICO,8.04,1.80,0.16
1124,05/09/2018,6460,1,AMBULATORIO,SOMMINISTRAZIONE,4.02,0.90,0.08
1125,05/09/2018,6069,1,AMBULATORIO,ESAME ECOGRAFICO,32.15,7.21,0.64
1126,05/09/2018,2333,1,VACCINAZIONI,VERSICAN DHPPI+L4,40.18,9.02,0.80
1127,06/09/2018,5068,1,ANALISI,ESAME DELLE URINE,8.04,1.80,0.16
